GenProtEC: Gene product function of E. coli K-12.
August 28th, 2007.

eck	bnum	genbank	gene	gene type	gene product	EC no1	EC no2	EC no3	EC no4
ECK3902	b3909	87082349	kdgT	t	2-keto-3-deoxy-D-gluconate transporter				
ECK3903	b3910	87082350	yiiM	o	conserved protein				
ECK3904	b3911	1790346	cpxA	r	sensory histidine kinase in two-component regulatory system with CpxR				
ECK3905	b3912	2367329	cpxR	r	DNA-binding response regulator in two-component regulatory system with CpxA				
ECK3906	b4484	48994991	cpxP	r	periplasmic protein combats stress				
ECK3907	b3915	1790349	fieF	t	iron and zinc efflux system protein				
ECK3908	b3916	1790350	pfkA	e	6-phosphofructokinase I	2.7.1.11			
ECK3909	b3917	1790351	sbp	t	sulfate transporter subunit -!- periplasmic-binding component of ABC superfamily				
ECK3910	b3918	1790352	cdh	e	CDP-diacylglycerol phosphotidylhydrolase	3.6.1.26			
ECK3911	b3919	1790353	tpiA	e	triosephosphate isomerase	5.3.1.1			
ECK3912	b3920	1790354	yiiQ	o	conserved protein				
ECK3913	b3921	1790355	yiiR	pm	conserved inner membrane protein				
ECK3914	b3922	1790357	yiiS	o	conserved protein				
ECK3915	b3923	1790358	yiiT	f	stress-induced protein				
ECK3916	b3924	1790359	fpr	e	ferredoxin-NADP reductase	1.18.1.2			
ECK3917	b3925	1790360	glpX	e	fructose 1,6-bisphosphatase II	3.1.3.11			
ECK3918	b3926	1790361	glpK	e	glycerol kinase	2.7.1.30			
ECK3919	b3927	1790362	glpF	t	glycerol facilitator				
ECK3920	b3928	1790363	yiiU	o	conserved protein				
ECK3921	b3929	1790364	rraA	r	ribonuclease E (RNase E) inhibitor protein				
ECK3922	b3930	1790365	menA	e	1,4-dihydroxy-2-naphthoate octaprenyltransferase	2.5.1.-			
ECK3923	b3931	1790366	hslU	f	molecular chaperone and ATPase component of HslUV protease				
ECK3924	b3932	1790367	hslV	e	peptidase component of the HslUV protease	3.4.25.-			
ECK3925	b3933	1790368	ftsN	cp	essential cell division protein				
ECK3926	b3934	1790369	cytR	r	DNA-binding transcriptional dual regulator				
ECK3927	b3935	1790370	priA	f	Primosome factor n' (replication factor Y)				
ECK3928	b3936	1790371	rpmE	s	50S ribosomal subunit protein L31				
ECK3929	b3937	1790372	yiiX	pe	predicted peptidoglycan peptidase				
ECK3930	b3938	1790373	metJ	r	DNA-binding transcriptional repressor, S-adenosylmethionine-binding				
ECK3931	b3939	1790375	metB	e	cystathionine gamma-synthase, PLP-dependent	2.5.1.48			
ECK3932	b3940	1790376	metL	e	fused aspartokinase II -!- homoserine dehydrogenase II	2.7.2.4	1.1.1.3		
ECK3933	b3941	1790377	metF	e	5,10-methylenetetrahydrofolate reductase	1.7.99.5			
ECK3934	b3942	1790378	katG	e	catalase/hydroperoxidase HPI(I)	1.11.1.6			
ECK3935	b3943	87082351	yijE	pt	predicted permease				
ECK3936	b3944	1790380	yijF	o	conserved protein				
ECK3937	b3945	87082352	gldA	e	glycerol dehydrogenase, NAD, predicted divalent metal binding	1.1.1.6			
ECK3938	b3946	1790382	fsaB	e	fructose-6-phosphate aldolase 2	4.1.2.-			
ECK3939	b3947	48994992	ptsA	pt	fused predicted PTS enzymes Hpr component -!- enzyme I component -!- enzyme IIA component				
ECK3940	b3949	1790386	frwC	pt	predicted enzyme IIC component of PTS				
ECK3941	b3950	1790387	frwB	pt	predicted enzyme IIB component of PTS	2.7.1.69			
ECK3942	b3951	1790388	pflD	pe	predicted formate acetyltransferase 2 (pyruvate formate lyase II)				
ECK3943	b3952	1790389	pflC	e	pyruvate formate lyase II activase				
ECK3944	b3953	1790390	frwD	pt	predicted enzyme IIB component of PTS	2.7.1.69			
ECK3945	b3954	1790391	yijO	pr	predicted DNA-binding transcriptional regulator				
ECK3946	b3955	1790392	yijP	pm	conserved inner membrane protein				
ECK3947	b3956	1790393	ppc	e	phosphoenolpyruvate carboxylase	4.1.1.31			
ECK3948	b3957	1790395	argE	e	acetylornithine deacetylase	3.5.1.16			
ECK3949	b3958	1790396	argC	e	N-acetyl-gamma-glutamylphosphate reductase, NAD(P)-binding	1.2.1.38			
ECK3950	b3959	87082353	argB	e	acetylglutamate kinase	2.7.2.8			
ECK3951	b3960	1790398	argH	e	argininosuccinate lyase	4.3.2.1			
ECK3952	b4458		oxyS	n	regulatory sRNA, global				
ECK3953	b3961	1790399	oxyR	r	DNA-binding transcriptional dual regulator				
ECK3954	b3962	87082354	sthA	e	pyridine nucleotide transhydrogenase, soluble, FAD/NAD(P)	1.6.1.1			
ECK3955	b3963	1790401	fabR	r	DNA-binding transcriptional repressor				
ECK3956	b3964	1790402	yijD	pm	conserved inner membrane protein				
ECK3957	b3965	1790403	trmA	e	tRNA (uracil-5-)-methyltransferase	2.1.1.35			
ECK3958	b3966	1790405	btuB	t	vitamin B12/cobalamin outer membrane transporter				
ECK3959	b3967	87082355	murI	e	glutamate racemase	5.1.1.3			
ECK3960	b3968		rrsB	n	16S rRNA (rrnB)				
ECK3961	b3969		gltT	n	tRNA-Glu(UUC) (Glutamate tRNA2)				
ECK3962	b3970		rrlB	n	23S rRNA (rrlB)				
ECK3963	b3971		rrfB	n	5S rRNA (rrfB)				
ECK3964	b3972	1790407	murB	e	UDP-N-acetylenolpyruvoylglucosamine reductase, FAD-binding	1.1.1.158			
ECK3965	b3973	1790408	birA	r	bifunctional biotin-[acetylCoA carboxylase] holoenzyme synthetase -!- DNA-binding transcriptional repressor, bio-5'-AMP-binding	6.3.4.15			
ECK3966	b3974	1790409	coaA	e	pantothenate kinase	2.7.1.33			
ECK3967	b3976		thrU	n	tRNA-Thr(UGU) (Threonine tRNA4)				
ECK3968	b3977		tyrU	n	tRNA-Tyr(GUA) (Tyrosine tRNA2)				
ECK3969	b3978		glyT	n	tRNA-Gly(UCC) (Glycine tRNA2)				
ECK3970	b3979		thrT	n	tRNA-Thr(GGU) (Threonine tRNA3)				
ECK3971	b3980	1790412	tufB	f	protein chain elongation factor EF-Tu (duplicate of tufA)				
ECK3972	b3981	1790413	secE	t	preprotein translocase membrane subunit				
ECK3973	b3982	1790414	nusG	f	transcription termination factor				
ECK3974	b3983	2367334	rplK	s	50S ribosomal subunit protein L11				
ECK3975	b3984	1790416	rplA	s	50S ribosomal subunit protein L1				
ECK3976	b3985	1790417	rplJ	s	50S ribosomal subunit protein L10				
ECK3977	b3986	1790418	rplL	s	50S ribosomal subunit protein L7/L12				
ECK3978	b3987	1790419	rpoB	e	RNA polymerase, beta subunit	2.7.7.6			
ECK3979	b3988	2367335	rpoC	e	RNA polymerase, beta prime subunit	2.7.7.6			
ECK3980	b3989	1790422	yjaZ	o	predicted protein				
ECK3981	b3990	1790423	thiH	e	thiamin biosynthesis ThiGH complex FeS subunit				
ECK3982	b3991	48994993	thiG	pe	thiamin biosynthesis ThiGH complex subunit				
ECK3983	b4407	48994994	thiS	c	sulphur carrier protein				
ECK3984	b3992	87082356	thiF	e	adenylyl transferase  and sulfur transfer to unite ThiF and ThiS	2.7.7.-			
ECK3985	b3993	1790426	thiE	e	thiamin phosphate synthase (thiamin phosphate pyrophosphorylase)	2.5.1.3			
ECK3986	b3994	1790427	thiC	e	thiamin (pyrimidine moiety) biosynthesis protein				
ECK3987	b3995	1790428	rsd	r	stationary phase protein, binds sigma 70 RNA polymerase subunit				
ECK3988	b3996	48994995	nudC	e	NADH pyrophosphatase				
ECK3989	b3997	2367337	hemE	e	uroporphyrinogen decarboxylase	4.1.1.37			
ECK3990	b3998	87082357	nfi	e	endonuclease V	3.1.21.7			
ECK3991	b3999	1790432	yjaG	o	conserved protein				
ECK3992	b4000	1790433	hupA	r	HU, DNA-binding transcriptional regulator, alpha subunit				
ECK3993	b4001	1790434	yjaH	o	conserved protein				
ECK3994	b4002	87082358	zraP	pf	Zn-binding periplasmic protein				
ECK3995	b4003	1790436	zraS	r	sensory histidine kinase in two-component regulatory system with ZraR				
ECK3996	b4004	1790437	zraR	r	fused DNA-binding response regulator in two-component regulatory system with ZraS				
ECK3997	b4005	1790438	purD	e	phosphoribosylglycinamide synthetase phosphoribosylamine-glycine ligase	6.3.4.13			
ECK3998	b4006	1790439	purH	e	fused IMP cyclohydrolase -!- phosphoribosylaminoimidazolecarboxamide formyltransferase	3.5.4.10	2.1.2.3		
ECK3999	b4007		rrsE	n	16S rRNA (rrnE)				
ECK4000	b4008		gltV	n	tRNA-Glu(UUC) (Glutamate tRNA2)				
ECK4001	b4009		rrlE	n	23S rRNA (rrlE)				
ECK4002	b4010		rrfE	n	5S rRNA (rrfE)				
ECK4003	b4011	1790441	yjaA	o	conserved protein				
ECK4004	b4012	1790442	yjaB	pe	predicted acetyltransferase				
ECK4005	b4013	1790443	metA	e	homoserine transsuccinylase	2.3.1.46			
ECK4006	b4014	1790444	aceB	e	malate synthase A	2.3.3.9			
ECK4007	b4015	1790445	aceA	e	isocitrate lyase	4.1.3.1			
ECK4008	b4016	1790446	aceK	e	isocitrate dehydrogenase kinase/phosphatase	2.7.1.116			
ECK4009	b4017	1790447	arpA	r	regulator of acetyl CoA synthetase				
ECK4010	b4018	87082359	iclR	r	DNA-binding transcriptional repressor				
ECK4011	b4019	1790450	metH	e	homocysteine-N5-methyltetrahydrofolate transmethylase, B12-dependent	2.1.1.13			
ECK4012	b4020	1790451	yjbB	pt	predicted transporter				
ECK4013	b4021	1790452	pepE	e	(alpha)-aspartyl dipeptidase	3.4.13.21			
ECK4014	b4022	1790453	yjbC	e	23S rRNA pseudouridine synthase	4.2.1.70			
ECK4015	b4023	1790454	yjbD	o	conserved protein				
ECK4016	b4024	1790455	lysC	e	aspartokinase III	2.7.2.4			
ECK4017	b4025	1790457	pgi	e	glucosephosphate isomerase	5.3.1.9			
ECK4018	b4026	1790458	yjbE	o	predicted protein involved in exopolysaccharide production				
ECK4019	b4027	87082360	yjbF	lp	predicted lipoprotein involved in exopolysaccharide production				
ECK4020	b4028	1790460	yjbG	o	conserved protein involved in exopolysaccharide production				
ECK4021	b4029	1790461	yjbH	pt	predicted porin involved in exopolysaccharide production				
ECK4022	b4030	1790462	yjbA	pm	predicted phosphate starvation inducible protein				
ECK4023	b4031	1790463	xylE	t	D-xylose transporter				
ECK4024	b4032	1790464	malG	t	maltose transporter subunit -!- membrane component of ABC superfamily				
ECK4025	b4033	1790465	malF	t	maltose transporter subunit -!- membrane component of ABC superfamily				
ECK4026	b4034	1790466	malE	t	maltose transporter subunit -!- periplasmic-binding component of ABC superfamily				
ECK4027	b4035	1790467	malK	t	fused maltose transport subunit, ATP-binding component of ABC superfamily -!- regulatory protein				
ECK4028	b4036	1790469	lamB	t	maltose outer membrane porin (maltoporin)				
ECK4029	b4037	1790470	malM	pt	maltose regulon periplasmic protein				
ECK4030	b4038	1790471	yjbI	o	conserved protein				
ECK4031	b4039	87082361	ubiC	e	chorismate pyruvate lyase	4.1.3.-			
ECK4032	b4040	1790473	ubiA	e	p-hydroxybenzoate octaprenyltransferase	2.5.1.-			
ECK4033	b4041	87082362	plsB	e	glycerol-3-phosphate O-acyltransferase	2.3.1.15			
ECK4034	b4042	1790475	dgkA	e	diacylglycerol kinase	2.7.1.107			
ECK4035	b4043	1790476	lexA	r	DNA-binding transcriptional repressor	3.4.21.88			
ECK4036	b4044	1790477	dinF	cp	DNA-damage-inducible SOS response protein				
ECK4037	b4045	1790479	yjbJ	pf	predicted stress response protein				
ECK4038	b4046	87082363	zur	r	DNA-binding transcriptional activator, Zn(II)-binding				
ECK4039	b4047	1790481	yjbL	o	predicted protein				
ECK4040	b4048	1790482	yjbM	o	predicted protein				
ECK4041	b4049	1790483	yjbN	e	tRNA-dihydrouridine synthase A				
ECK4042	b4050	87082364	yjbO	ph	phage shock protein G				
ECK4043	b4051	1790485	qor	e	quinone oxidoreductase, NADPH-dependent, Zn binding	1.6.5.5			
ECK4044	b4052	1790486	dnaB	e	replicative DNA helicase	3.6.1.-			
ECK4045	b4053	1790487	alr	e	alanine racemase 1, PLP-binding, biosynthetic	5.1.1.1			
ECK4046	b4054	1790488	tyrB	e	tyrosine aminotransferase, tyrosine-repressible, PLP-dependent	2.6.1.57			
ECK4047	b4055	2367341	aphA	e	acid phosphatase/phosphotransferase, class B, non-specific	3.1.3.2			
ECK4048	b4056	1790491	yjbQ	o	conserved protein				
ECK4049	b4057	2367342	yjbR	o	conserved protein				
ECK4050	b4058	2367343	uvrA	e	ATPase and DNA damage recognition protein of nucleotide excision repair excinuclease UvrABC				
ECK4051	b4059	1790494	ssb	cp	Single-stranded DNA-binding protein				
ECK4052	b4060	87082365	yjcB	pm	predicted inner membrane protein				
ECK4053	b4061	1790496	yjcC	pr	predicted signal transduction protein (EAL domain containing protein)				
ECK4054	b4062	1790497	soxS	r	DNA-binding transcriptional dual regulator				
ECK4055	b4063	1790498	soxR	r	DNA-binding transcriptional dual regulator, Fe-S center for redox-sensing				
ECK4056	b4459		ryjA	n	small RNA				
ECK4057	b4064	1790499	yjcD	pt	predicted permease				
ECK4058	b4065	1790501	yjcE	pt	predicted cation/proton antiporter				
ECK4059	b4066	1790502	yjcF	o	conserved protein				
ECK4060	b4067	1790503	actP	t	acetate transporter				
ECK4061	b4068	1790504	yjcH	pm	conserved inner membrane protein involved in acetate transport				
ECK4062	b4069	1790505	acs	e	bifunctional acetyl-CoA synthetase -!- propionyl-CoA synthetase	6.2.1.1	6.2.1.17		
ECK4063	b4070	1790506	nrfA	c	nitrite reductase, formate-dependent, cytochrome				
ECK4064	b4071	87082366	nrfB	c	nitrite reductase, formate-dependent, penta-heme cytochrome c	1.7.2.2			
ECK4065	b4072	2367345	nrfC	c	formate-dependent nitrite reductase, 4Fe4S subunit				
ECK4066	b4073	1790509	nrfD	e	formate-dependent nitrite reductase, membrane subunit				
ECK4067	b4074	1790511	nrfE	f	heme lyase (NrfEFG) for insertion of heme into c552, subunit NrfE				
ECK4068	b4075	1790512	nrfF	f	heme lyase (NrfEFG) for insertion of heme into c552, subunit NrfF				
ECK4069	b4076	1790513	nrfG	f	heme lyase (NrfEFG) for insertion of heme into c552, subunit NrfG				
ECK4070	b4077	1790514	gltP	t	glutamate/aspartate:proton symporter				
ECK4071	b4078	1790515	yjcO	d	conserved protein				
ECK4072	b4079	3868721	fdhF	e	formate dehydrogenase-H, selenopolypeptide subunit, also hydrogenase3, NAD, FeS, binds Mo	1.2.1.2			
ECK4073	b4080	2367348	yjcP	pt	predicted outer membrane factor of efflux pump				
ECK4074	b4081	87082367	yjcQ	pt	predicted multidrug efflux system component				
ECK4075	b4082	1790519	yjcR	pt	predicted membrane fusion protein of efflux pump				
ECK4076	b4083	87082368	yjcS	pe	predicted alkyl sulfatase				
ECK4077	b4084	1790522	alsK	e	D-allose kinase	2.7.1.55			
ECK4078	b4085	1790523	alsE	e	allulose-6-phosphate 3-epimerase	5.1.3.-			
ECK4079	b4086	1790524	alsC	t	D-allose transporter subunit -!- membrane component of ABC superfamily				
ECK4080	b4087	1790525	alsA	t	fused D-allose transporter subunits -!- ATP-binding components of ABC superfamily				
ECK4081	b4088	1790526	alsB	t	D-allose transporter subunit -!- periplasmic-binding component of ABC superfamily				
ECK4082	b4089	87082369	rpiR	r	DNA-binding transcriptional repressor				
ECK4083	b4090	1790528	rpiB	e	ribose 5-phosphate isomerase B/allose 6-phosphate isomerase	5.3.1.6	5.3.1.-		
ECK4084	b4487	48994996	yjdP	o	conserved protein				
ECK4085	b4092	1790530	phnP	e	carbon-phosphorus lyase complex accessory protein				
ECK4086	b4093	1790531	phnO	pe	predicted acyltransferase with acyl-CoA N-acyltransferase domain				
ECK4087	b4094	1790532	phnN	e	ribose 1,5-bisphosphokinase				
ECK4088	b4095	1790533	phnM	e	carbon-phosphorus lyase complex subunit				
ECK4089	b4096	1790534	phnL	e	carbon-phosphorus lyase complex subunit				
ECK4090	b4097	48994997	phnK	e	carbon-phosphorus lyase complex subunit				
ECK4091	b4098	1790536	phnJ	e	carbon-phosphorus lyase complex subunit				
ECK4092	b4099	1790537	phnI	e	carbon-phosphorus lyase complex subunit				
ECK4093	b4100	1790538	phnH	e	carbon-phosphorus lyase complex subunit				
ECK4094	b4101	1790539	phnG	e	carbon-phosphorus lyase complex subunit				
ECK4095	b4102	1790540	phnF	r	transcriptional regulator of phosphonate uptake and biodegradation				
ECK4096	b4103	87082370	phnE	su	phosphonate/organophosphate ester transporter (pseudogene)				
ECK4097	b4104	1790542	phnE	t	phosphonate/organophosphate ester transporter subunit -!- membrane component of ABC superfamily				
ECK4098	b4105	1790543	phnD	t	phosphonate/organophosphate ester transporter subunit -!- periplasmic binding component of ABC superfamily				
ECK4099	b4106	1790544	phnC	t	phosphonate/organophosphate ester transporter subunit -!- ATP-binding component of ABC superfamily				
ECK4100	b4107	1790546	phnB	d	conserved protein				
ECK4101	b4108	1790547	phnA	pe	predicted phosphonate metabolizing protein				
ECK4102	b4109	1790548	yjdA	d	conserved protein with nucleoside triphosphate hydrolase domain				
ECK4103	b4110	87082371	yjcZ	d	conserved protein				
ECK4104	b4111	1790550	proP	t	proline/glycine betaine transporter				
ECK4105	b4112	1790551	basS	r	sensory histidine kinase in two-component regulatory system with BasR				
ECK4106	b4113	1790552	basR	r	DNA-binding response regulator in two-component regulatory system with BasS				
ECK4107	b4114	87082372	eptA	pe	predicted metal dependent hydrolase				
ECK4108	b4115	2367353	adiC	t	arginine:agmatine antiporter				
ECK4109	b4116	1790557	adiY	r	DNA-binding transcriptional activator				
ECK4110	b4117	1790558	adiA	e	biodegradative arginine decarboxylase	4.1.1.19			
ECK4111	b4118	1790559	melR	r	DNA-binding transcriptional dual regulator				
ECK4112	b4119	1790560	melA	e	alpha-galactosidase, NAD(P)-binding	3.2.1.22			
ECK4113	b4120	1790561	melB	t	melibiose:sodium symporter				
ECK4114	b4121	1790562	yjdF	pm	conserved inner membrane protein				
ECK4115	b4122	1790564	fumB	e	anaerobic class I fumarate hydratase (fumarase B)	4.2.1.2			
ECK4116	b4123	1790565	dcuB	t	C4-dicarboxylate antiporter				
ECK4117	b4124	1790566	dcuR	r	DNA-binding response regulator in two-component regulatory system with DcuS				
ECK4118	b4125	1790567	dcuS	r	sensory histidine kinase in two-component regulatory system with DcuR, regulator of anaerobic fumarate respiration				
ECK4119	b4126	1790568	yjdI	o	conserved protein				
ECK4120	b4127	1790569	yjdJ	pe	predicted acyltransferase with acyl-CoA N-acyltransferase domain				
ECK4121	b4128	1790570	yjdK	o	predicted protein				
ECK4122	b4559	87082373	yjdO	o	predicted protein				
ECK4123	b4129	1790571	lysU	e	lysine tRNA synthetase, inducible	6.1.1.6			
ECK4124	b4130	1790572	yjdL	pt	predicted transporter				
ECK4125	b4131	1790573	cadA	e	lysine decarboxylase 1	4.1.1.18			
ECK4126	b4132	1790575	cadB	pt	predicted lysine/cadaverine transporter				
ECK4127	b4133	1790576	cadC	r	DNA-binding transcriptional activator				
ECK4128	b4134		pheU	n	tRNA-Phe(GAA) (Phenylalanine tRNA)				
ECK4129	b4135	87082374	yjdC	pr	predicted transcriptional regulator				
ECK4130	b4136	1790578	dipZ	e	fused thiol:disulfide interchange protein	1.8.1.8			
ECK4131	b4137	1790579	cutA	pf	copper binding protein, copper sensitivity				
ECK4132	b4138	1790580	dcuA	t	C4-dicarboxylate antiporter				
ECK4133	b4139	87082375	aspA	e	aspartate ammonia-lyase	4.3.1.1			
ECK4134	b4140	87082376	fxsA	m	inner membrane protein				
ECK4135	b4141	1790584	yjeH	pt	predicted transporter				
ECK4136	b4142	1790585	groS	f	Cpn10 chaperonin GroES, small subunit of GroESL				
ECK4137	b4143	1790586	groL	f	Cpn60 chaperonin GroEL, large subunit of GroESL				
ECK4138	b4144	87082377	yjeI	d	conserved protein				
ECK4139	b4145	1790588	yjeJ	o	predicted protein				
ECK4140	b4146	1790589	yjeK	pe	predicted lysine aminomutase				
ECK4141	b4147	1790590	efp	f	Elongation factor EF-P				
ECK4142	b4410	48994998	ecnA	lp	entericidin A membrane lipoprotein, antidote entericidin B				
ECK4143	b4411	48994999	ecnB	lp	entericidin B membrane lipoprotein				
ECK4144	b4148	87082378	sugE	t	multidrug efflux system protein				
ECK4145	b4149	1790592	blc	lp	outer membrane lipoprotein (lipocalin)				
ECK4146	b4150	1790593	ampC	e	beta-lactamase/D-alanine carboxypeptidase	3.5.2.6			
ECK4147	b4151	1790594	frdD	m	fumarate reductase (anaerobic), membrane anchor subunit				
ECK4148	b4152	1790595	frdC	m	fumarate reductase (anaerobic), membrane anchor subunit				
ECK4149	b4153	1790596	frdB	c	fumarate reductase (anaerobic), Fe-S subunit	1.3.99.1			
ECK4150	b4154	1790597	frdA	e	fumarate reductase (anaerobic) catalytic and NAD/flavoprotein subunit	1.3.99.1			
ECK4151	b4155	87082379	poxA	pe	predicted lysyl-tRNA synthetase				
ECK4152	b4156	87082380	yjeM	pt	predicted transporter				
ECK4153	b4157	1790601	yjeN	o	predicted protein				
ECK4154	b4158	1790602	yjeO	pm	conserved inner membrane protein				
ECK4155	b4159	2367355	yjeP	pt	predicted mechanosensitive channel				
ECK4156	b4160	1790604	psd	e	phosphatidylserine decarboxylase	4.1.1.65			
ECK4157	b4161	87082381	rsgA	e	ribosome small subunit-dependent GTPase A	3.6.1.-			
ECK4158	b4162	87082382	orn	e	oligoribonuclease	3.1.-			
ECK4159	b4163		glyV	n	tRNA-Gly(GCC) (Glycine tRNA3)				
ECK4160	b4164		glyX	n	tRNA-Gly(GCC) (Glycine tRNA3)				
ECK4161	b4165		glyY	n	tRNA-Gly(GCC) (Glycine tRNA3)				
ECK4162	b4166	1790608	yjeS	pc	predicted Fe-S electron transport protein				
ECK4163	b4167	1790609	yjeF	pe	predicted carbohydrate kinase				
ECK4164	b4168	1790610	yjeE	e	ATPase with strong ADP affinity				
ECK4165	b4169	1790611	amiB	e	N-acetylmuramoyl-l-alanine amidase II	3.5.1.28			
ECK4166	b4170	1790612	mutL	e	methyl-directed mismatch repair protein				
ECK4167	b4171	1790613	miaA	e	delta(2)-isopentenylpyrophosphate tRNA-adenosine transferase	2.5.1.8			
